"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","analysis"
"hsa04915 Estrogen signaling pathway",0.524751269035533,0.702429739064423,0.0109293643879391,0.242555078696638,0.964114300997139,67,"FOS;RARA;EBAG9;CALM1;PIK3R3;HSP90B1;GRB2;ATF4;AKT1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;CALM3;GNAI2;KRT10;PIK3CB;MAPK1;ITPR3;HSP90AB1","hsa04915","Estrogen signaling pathway","historical_rank_high_precision"
"hsa04916 Melanogenesis",0.769295672787175,0.85128956894631,0.0081902735054432,0.229339662515563,0.823335641932358,41,"PRKCA;CALM1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;CALM3;GNAI2;MAPK1","hsa04916","Melanogenesis","historical_rank_high_precision"
"hsa04917 Prolactin signaling pathway",0.0694081197440953,0.233857546392186,0.0341366892697285,0.367201388347072,1.35879561971733,47,"FOS;STAT5A;IRF1;RELA;SOCS6;STAT3;MAPK9;PIK3R3;GRB2;NFKB1;AKT1","hsa04917","Prolactin signaling pathway","historical_rank_high_precision"
"hsa04918 Thyroid hormone synthesis",0.531201028649496,0.702429739064423,0.0107619660312373,0.273778370288964,0.953620300746425,36,"ATP1B3;GPX7;ATP1A1;PRKCA;HSP90B1;ATF4;GNAS;CREB3L3;ADCY7","hsa04918","Thyroid hormone synthesis","historical_rank_high_precision"
"hsa04919 Thyroid hormone signaling pathway",0.329859556279259,0.524506411561164,0.0146714991012554,0.253906342860632,1.06344263279551,88,"MYC;ACTB;ATP1B3;ACTG1;ATP1A1;PRKCA;SIN3A;PIK3R3;PFKP;ATP2A2;MDM2;HDAC2;MED14;AKT1;FOXO1;MED30;NRAS;MAPK3;MAP2K1;HDAC1;HDAC3","hsa04919","Thyroid hormone signaling pathway","historical_rank_high_precision"
"hsa04920 Adipocytokine signaling pathway",0.508305911271459,0.698178936493482,0.0109872644199536,-0.259358612548724,-0.967562749434307,50,"TNF;ACACB;ACSBG1;AKT3;TRADD;PRKAB2;RXRB;PRKCQ;JAK2;ACSL1;NFKBIA;SLC2A1;ACSL3;MAPK10;ACSL6;PPARA","hsa04920","Adipocytokine signaling pathway","historical_rank_high_precision"
"hsa04921 Oxytocin signaling pathway",0.0461207421541959,0.198544170493063,0.0423245874141784,0.336610640083974,1.36722167775455,75,"FOS;EEF2K;NFATC3;ACTB;ACTG1;PRKCA;PPP1CC;CALM1;PPP3R1;NFATC2;ELK1;CD38;GNAS;NRAS;ADCY7;ROCK1;CAMKK2;MAPK3;PRKAB1;MAP2K1;GUCY1B1;PRKAG2;CALM3;GNAI2;PPP1CB;MAPK1;ITPR3","hsa04921","Oxytocin signaling pathway","historical_rank_high_precision"
"hsa04922 Glucagon signaling pathway",0.630723062573503,0.762483702357693,0.00960216725523687,0.229020484405836,0.91334134206512,68,"LDHA;PGAM1;PKM;CPT1A;CALM1;PPP3R1;PFKP;ATF4;AKT1;GNAS;FOXO1;CREB3L3;LDHB;PDHA1;PRKAB1;PRKAG2;CALM3;PPP4C;ITPR3;PPP4R3A;ACACA;PPP3CC;PCK2;SIK2","hsa04922","Glucagon signaling pathway","historical_rank_high_precision"
"hsa04923 Regulation of lipolysis in adipocytes",0.718238691049086,0.821066110653801,0.0086364897085476,-0.264269192561755,-0.832421903171025,24,"TSHR;INSR;AKT3","hsa04923","Regulation of lipolysis in adipocytes","historical_rank_high_precision"
"hsa04924 Renin secretion",0.475409181636727,0.678105433718747,0.0115392005787685,0.29953025508895,0.985073987576302,28,"ORAI1;CALM1;PPP3R1;CLCA1;GNAS;GUCY1B1;CALM3;GNAI2;ITPR3;PPP3CC","hsa04924","Renin secretion","historical_rank_high_precision"
"hsa04925 Aldosterone synthesis and secretion",0.347289945597421,0.537690135069691,0.0141386422119805,0.290970955526985,1.06575116949484,45,"NR4A2;ATP1B3;ORAI1;ATP1A1;PRKCA;CALM1;PRKD2;ATP2B1;ATF4;ATF1;GNAS;CREB3L3","hsa04925","Aldosterone synthesis and secretion","historical_rank_high_precision"
"hsa04926 Relaxin signaling pathway",0.00750811688311688,0.0702688199961919,0.10601640490118,0.394261607485104,1.5764127993043,69,"FOS;TGFB1;RELA;MAPK9;GNG4;PRKCA;TGFBR1;PIK3R3;GRB2;GNB1;GNG5;NFKB1;ATF4;AKT1;GNAS;ARRB1;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;GNG2;GNAI2;GNG10;PIK3CB;GNA15;MAPK1","hsa04926","Relaxin signaling pathway","historical_rank_high_precision"
"hsa04927 Cortisol synthesis and secretion",0.678710350082207,0.790708757686532,0.00901957207334842,-0.267459620995157,-0.85855429795788,26,"CREB5;CREB3;LDLR;ITPR1;PLCB1","hsa04927","Cortisol synthesis and secretion","historical_rank_high_precision"
"hsa04928 Parathyroid hormone synthesis, secretion and action",0.332009724473258,0.52555799434556,0.0145739454016276,0.27594380190008,1.06984664666894,59,"FOS;MAFB;GATA3;NR4A2;PRKCA;ATF4;OXSR1;GNAS;ARRB1;CREB3L3;ADCY7;GNA13;EGR1;MAPK3;MAP2K1;STK39;GNAI2;PDE4B;NACA;MAPK1;ITPR3","hsa04928","Parathyroid hormone synthesis, secretion and action","historical_rank_high_precision"
"hsa04929 GnRH secretion",0.771835152096574,0.851430652156534,0.00813440313226956,-0.242475921136649,-0.805811416153429,30,"GABBR1;AKT3;ARRB2;KCNN4;ITPR1;PLCB1","hsa04929","GnRH secretion","historical_rank_high_precision"
"hsa04930 Type II diabetes mellitus",0.158671586715867,0.361361742649685,0.0220129328254307,-0.396796432932875,-1.26187673006862,25,"TNF;SOCS2;PRKCE;HKDC1;INSR;PRKCD;SOCS1","hsa04930","Type II diabetes mellitus","historical_rank_high_precision"
"hsa04931 Insulin resistance",0.153597221674099,0.35847407543055,0.0222086264015823,-0.29769916700971,-1.20247915290092,76,"CREB5;TNF;ACACB;PRKCE;CREB3;INSR;AKT3;SREBF1;PYGB;TBC1D4;PRKAB2;PRKCD;OGA;GSK3B;PRKCQ;NFKBIA;SLC2A1;RPS6KA1;MAPK10;OGT;CREB3L2;MLXIP;PPARA;MLX;PTEN","hsa04931","Insulin resistance","historical_rank_high_precision"
"hsa04932 Non-alcoholic fatty liver disease",0.0112718776898799,0.0850665083238342,0.0868375800581909,0.327810268595327,1.45165162179559,123,"FOS;TGFB1;RELA;COX5A;NDUFC2;UQCRHL;MAPK9;NDUFA6;BID;NDUFAB1;NDUFA9;NDUFA12;CYC1;BAX;PIK3R3;UQCRH;NFKB1;ATF4;AKT1;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;COX4I1;PRKAB1;NDUFB7;IL1B;RAC1;PRKAG2;NDUFB6;ADIPOR1;NDUFB9;SOCS3;PIK3CB;NDUFS3;COX7B;EIF2S1;SDHB;NDUFB2;NDUFS8;CASP7;UQCR11;MAP3K11;NDUFA8;NDUFB11;CDC42","hsa04932","Non-alcoholic fatty liver disease","historical_rank_high_precision"
"hsa04933 AGE-RAGE signaling pathway in diabetic complications",0.156616754350465,0.360789363894336,0.0222769829808856,0.307209482196591,1.20761519381503,63,"STAT5A;TGFB1;RELA;PIM1;STAT3;MAPK9;CDK4;PRKCA;TGFBR1;BAX;PIK3R3;NFKB1;AKT1;FOXO1;NRAS;EGR1;MAPK3;DIAPH1;IL1B;RAC1","hsa04933","AGE-RAGE signaling pathway in diabetic complications","historical_rank_high_precision"
"hsa04934 Cushing syndrome",0.758191065725663,0.844294782968956,0.00816157873016224,-0.212011127720359,-0.85245358687824,74,"CREB5;WDR5B;CDKN1B;CREB3;DVL2;LDLR;AHR;AIP;KMT2D;ITPR1;GSK3B;PLCB1","hsa04934","Cushing syndrome","historical_rank_high_precision"
"hsa04935 Growth hormone synthesis, secretion and action",0.138212703702199,0.336476444185352,0.0238841028347631,0.302356515944049,1.21925216663679,72,"JUNB;FOS;STAT5A;STAT3;MAPK9;MAP2K3;PRKCA;PIK3R3;GRB2;ATF4;AKT1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;SOCS3;GNAI2;PIK3CB;MAPK1;ITPR3","hsa04935","Growth hormone synthesis, secretion and action","historical_rank_high_precision"
"hsa04936 Alcoholic liver disease",0.0994659546061415,0.27430845293725,0.0279327119088443,-0.305170670855427,-1.25984343359805,85,"TNF;ACACB;ALDH2;SCD;CXCL2;MAP3K5;ACADVL;AKT3;SREBF1;CXCL3;CASP8;IRF3;TRADD;PRKAB2;LY96;TICAM1;CXCL8","hsa04936","Alcoholic liver disease","historical_rank_high_precision"
"hsa04940 Type I diabetes mellitus",0.273612620226166,0.480523656417098,0.0162642012755226,-0.387093621447398,-1.14730341300831,19,"TNF;ICA1;HLA-DRB5;HLA-DMA;HLA-DRA","hsa04940","Type I diabetes mellitus","historical_rank_high_precision"
"hsa04960 Aldosterone-regulated sodium reabsorption",0.133245645502013,0.331237414522609,0.0241054206778124,0.436176470242888,1.31511858609087,20,"ATP1B3;NEDD4L;ATP1A1;PRKCA;PIK3R3;MAPK3;PIK3CB;MAPK1;PIK3R2;KRAS;ATP1A3;PIK3R1;PIK3CD","hsa04960","Aldosterone-regulated sodium reabsorption","historical_rank_high_precision"
"hsa04961 Endocrine and other factor-regulated calcium reabsorption",0.258715596330275,0.468341566690191,0.016712257821607,0.360866959858364,1.15244481143766,25,"ATP1B3;ATP1A1;PRKCA;CLTB;ATP2B1;GNAS;CLTC","hsa04961","Endocrine and other factor-regulated calcium reabsorption","historical_rank_high_precision"
"hsa04962 Vasopressin-regulated water reabsorption",0.195975678054244,0.404557978673382,0.0195773411415244,-0.356097277255625,-1.2008905581761,32,"CREB5;CREB3;VAMP2;DYNC2LI1;DCTN6","hsa04962","Vasopressin-regulated water reabsorption","historical_rank_high_precision"
"hsa04964 Proximal tubule bicarbonate reclamation",0.216556712502981,0.423967144896203,0.0184494103059156,0.497854536276947,1.23579410675219,10,"ATP1B3;ATP1A1;GLUD1;PCK2;GLS","hsa04964","Proximal tubule bicarbonate reclamation","historical_rank_high_precision"
"hsa04966 Collecting duct acid secretion",0.796832924721675,0.868154390206023,0.0079597408816414,-0.268214443347747,-0.759288990513308,16,"ATP6V1E2;ATP6V1C1","hsa04966","Collecting duct acid secretion","historical_rank_high_precision"
"hsa04970 Salivary secretion",0.21979033290653,0.423967144896203,0.0183662872125487,0.341469312010559,1.17527029590049,34,"ATP1B3;ATP1A1;SLC12A2;PRKCA;CALM1;ATP2B1;CD38;GNAS;CST3;ADCY7;GUCY1B1;CALM3","hsa04970","Salivary secretion","historical_rank_high_precision"
"hsa04971 Gastric acid secretion",0.489242357466245,0.678105433718747,0.0113503456480616,0.290344834426144,0.977990906742373,31,"ACTB;ATP1B3;ACTG1;ATP1A1;PRKCA;CALM1;GNAS;ADCY7;CALM3;GNAI2;ITPR3;EZR","hsa04971","Gastric acid secretion","historical_rank_high_precision"
"hsa04972 Pancreatic secretion",0.0511655948553055,0.207602930849688,0.0399252598696721,0.40325862681059,1.42252743973985,38,"ATP1B3;ATP1A1;SLC12A2;PRKCA;RAB27B;ATP2A2;RAP1A;CLCA1;ATP2B1;RAB8A;CD38;GNAS;ADCY7;RAB3D;RAP1B;RAC1","hsa04972","Pancreatic secretion","historical_rank_high_precision"
"hsa04973 Carbohydrate digestion and absorption",0.379308973798259,0.567356219282988,0.0132874873790403,0.340549946990439,1.053613356104,22,"ATP1B3;ATP1A1;HK1;PIK3R3;AKT1","hsa04973","Carbohydrate digestion and absorption","historical_rank_high_precision"
"hsa04974 Protein digestion and absorption",0.147434621661426,0.35404368330941,0.0228116980546673,0.421621463766188,1.28791261631396,21,"SLC1A5;ATP1B3;ATP1A1;SLC3A2;COL6A2;KCNK5;PRCP","hsa04974","Protein digestion and absorption","historical_rank_high_precision"
"hsa04975 Fat digestion and absorption",0.814350706361242,0.873756229013734,0.00777003396072444,0.275635992038718,0.738347587358651,13,"ABCA1;ACAT2;GOT2;PLA2G12A;ACAT1","hsa04975","Fat digestion and absorption","historical_rank_high_precision"
"hsa04976 Bile secretion",0.906434866594229,0.924773144242089,0.00712613561838843,-0.225742221105877,-0.669075402912686,19,"CFTR;LDLR;SLC2A1;SLC9A1;SLC4A2;FXYD2;SLC4A4","hsa04976","Bile secretion","historical_rank_high_precision"
"hsa04977 Vitamin digestion and absorption",0.179255873626814,0.391628714422832,0.020590085019019,-0.503496922430797,-1.28192455170513,11,"CUBN;LMBRD1;APOA1;ABCD4","hsa04977","Vitamin digestion and absorption","historical_rank_high_precision"
"hsa04978 Mineral absorption",0.0425277268012447,0.194355948957094,0.0437240536324425,0.474894864877476,1.50121793172795,24,"ATP1B3;ATP1A1;SLC31A1;SLC40A1;FTL;SLC39A4;ATP2B1","hsa04978","Mineral absorption","historical_rank_high_precision"
"hsa04979 Cholesterol metabolism",0.123732654765218,0.314227533324619,0.0250459751875063,0.427602829916881,1.32294265992336,22,"STARD3NL;VDAC1;LIPC;NPC1;LRPAP1;ABCA1;SOAT1;VAPB;VDAC2;NCEH1","hsa04979","Cholesterol metabolism","historical_rank_high_precision"
"hsa04980 Cobalamin transport and metabolism",0.144278406573489,0.348837517263298,0.0232275164428531,-0.484166244208335,-1.31884331861546,14,"LMBRD1;ABCD4;MMAA;ZNF76;ZNF143;MTRR;MTR;HCFC1","hsa04980","Cobalamin transport and metabolism","historical_rank_high_precision"
"hsa04981 Folate transport and metabolism",0.81390268123138,0.873756229013734,0.00774307824742907,0.27077881898436,0.741541113389839,14,"SLC19A1;TYMS","hsa04981","Folate transport and metabolism","historical_rank_high_precision"
"hsa05010 Alzheimer disease",0.000309650862098952,0.00910889619341083,0.223389206037189,0.316132798615779,1.54894812238928,262,"RELA;COX5A;NAE1;ADRM1;NDUFC2;ATP5F1B;TUBA1C;UQCRHL;APH1A;MAPK9;NDUFA6;BID;NDUFAB1;NDUFA9;SLC39A4;NDUFA12;CALM1;PSMB1;VDAC1;CYC1;PPP3R1;SLC39A3;SLC25A5;PIK3R3;UQCRH;ATP2A2;PSMC5;NFKB1;ATF4;AKT1;COX6A1;IKBKG;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;NRAS;ATP5PF;COX4I1;GAPDH;BECN1;MAPK3;SLC39A8;PSMD11;MAP2K1;FRAT2;SLC39A6;SLC25A6;VDAC2;SLC39A13;PSMD12;ATP5MC1;KIF5B;NDUFB7;CSNK2A2;IL1B;PSMC3;PSMB3;AXIN1;PSMB7;NDUFB6;ATP5F1C;CALM3;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;PIK3CB;NDUFS3;PPIF;TUBB4A;COX7B;MAPK1;ITPR3;EIF2S1;SEM1;CSNK2A1;SDHB;PSMD2;CAPN2;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;NDUFS8;PSMC4;EIF2AK2;ULK2;CASP7;SLC39A7;UQCR11;ARAF;ATP5PB;PSMA4;NDUFA8;NDUFB11","hsa05010","Alzheimer disease","historical_rank_high_precision"
"hsa05012 Parkinson disease",1.49267960859228e-07,5.26915901833076e-05,0.309268351597806,0.410018923961452,1.94573458613524,202,"COX5A;ADRM1;NDUFC2;ATP5F1B;SLC18A2;TUBA1C;UQCRHL;MAPK9;NDUFA6;NDUFAB1;NDUFA9;SLC39A4;NDUFA12;CALM1;PSMB1;VDAC1;CYC1;SLC39A3;BAX;SLC25A5;UQCRH;KEAP1;PSMC5;HTRA2;ATF4;GNAS;COX6A1;UBE2L6;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;ATP5PF;COX4I1;SLC39A8;PSMD11;TXN2;SLC39A6;SLC25A6;VDAC2;PARK7;SLC39A13;PSMD12;ATP5MC1;KIF5B;NDUFB7;UBE2J2;UBA52;PSMC3;PSMB3;MFN2;PSMB7;NDUFB6;UBC;ATP5F1C;CALM3;NDUFB9;GNAI2;ATP5MC3;ATP5F1A;TUBA4A;NDUFS3;PPIF;TUBB4A;COX7B;ITPR3;EIF2S1;SEM1;SDHB;PSMD2;PSMD7;RPS27A;ATP5F1E;TUBB2A;UBE2L3;NDUFB2;NDUFS8;PSMC4;SOD1;SLC39A7;DUSP1;UQCR11;ATP5PB;PSMA4;NDUFA8;NDUFB11;XBP1;TUBB4B;NDUFA1;UBE2J1;COX7A2;CALM2;PSMA8;PRKACA;PSMC1;PSMB2","hsa05012","Parkinson disease","historical_rank_high_precision"
"hsa05014 Amyotrophic lateral sclerosis",3.26578316786101e-05,0.00164688779750705,0.24975672506943,0.336625921700064,1.6539064109924,270,"ALYREF;TOMM40;COX5A;ACTB;UBQLN4;ADRM1;NDUFC2;ATP5F1B;ACTG1;WDR41;GPX7;TUBA1C;UQCRHL;NDUFA6;BID;NDUFAB1;OPTN;CASP1;NDUFA9;MAP2K3;NXT1;NDUFA12;PSMB1;VDAC1;CYC1;PPP3R1;SRSF7;BAX;UQCRH;PSMC5;DERL1;SRSF3;HNRNPA1;ATF4;RAB8A;COX6A1;SEH1L;VAPB;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;NUP58;TUBA1B;ATP5PF;COX4I1;BECN1;NUP155;PSMD11;PSMD12;ATP5MC1;KIF5B;NDUFB7;DCTN5;TNFRSF1B;PSMC3;PSMB3;HNRNPA3;RAC1;PSMB7;NDUFB6;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;NDUFS3;HNRNPA2B1;TUBB4A;ANXA7;COX7B;ITPR3;EIF2S1;SEM1;SDHB;PSMD2;PSMD7;POM121C;ATP5F1E;TUBB2A;NDC1;RAE1;NDUFB2;PPP3CC;NDUFS8;PSMC4;SOD1;ULK2;ANXA11;NCBP1;BCL2;UQCR11;ATP5PB;PSMA4;NDUFA8;NDUFB11;ACTR1B","hsa05014","Amyotrophic lateral sclerosis","historical_rank_high_precision"
"hsa05016 Huntington disease",0.00117677787859659,0.018881935961118,0.203925512082896,0.317056706589903,1.52497350778328,225,"POLR2D;TAF4B;COX5A;ADRM1;NDUFC2;ATP5F1B;GPX7;TUBA1C;UQCRHL;MAPK9;NDUFA6;SOD2;NDUFAB1;NDUFA9;NDUFA12;SIN3A;PSMB1;VDAC1;TFAM;CYC1;BAX;POLR2C;SLC25A5;UQCRH;CLTB;PSMC5;HDAC2;COX6A1;COX7A2L;COX8A;CREB3L3;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;ATP5PF;RCOR1;COX4I1;CLTC;BECN1;PSMD11;POLR2H;SLC25A6;VDAC2;HDAC1;PSMD12;ATP5MC1;KIF5B;NDUFB7;DCTN5;PSMC3;PSMB3;PSMB7;NDUFB6;ATP5F1C;BBC3;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;NDUFS3;PPIF;POLR2L;TUBB4A;COX7B;SEM1;SDHB;PSMD2;PSMD7;POLR2I;ATP5F1E;TUBB2A;NDUFB2;NDUFS8;PSMC4;SOD1;ULK2;REST;UQCR11;ATP5PB;PSMA4;NDUFA8;NDUFB11;TBPL1;ACTR1B","hsa05016","Huntington disease","historical_rank_high_precision"
"hsa05017 Spinocerebellar ataxia",0.268645108473189,0.475438818393243,0.0165992175604457,0.252436862008183,1.09458752217268,108,"ADRM1;MAPK9;SPTBN2;PRKCA;NOP56;PSMB1;VDAC1;TWNK;SLC25A5;PIK3R3;ATP2A2;AFG3L2;PSMC5;AKT1;PSMD8;PSMA7;BECN1;PSMD11;SLC25A6;VDAC2;PSMD12;PSMC3;PSMB3;PSMB7;PIK3CB;PPIF;ITPR3;SEM1;PSMD2;PSMD7;PSMC4;ULK2;PSMA4;TBPL1;XBP1;OPA1;WIPI2;PIK3R2;PSMA8;SP1;PSMC1;PSMB2","hsa05017","Spinocerebellar ataxia","historical_rank_high_precision"
"hsa05020 Prion disease",3.18530531199869e-05,0.00164688779750705,0.24975672506943,0.365765606698597,1.72540738593753,192,"STIP1;COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;UQCRHL;MAPK9;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;PSMB1;VDAC1;CYC1;PPP3R1;BAX;SLC25A5;PIK3R3;UQCRH;PSMC5;CCL5;CYBA;ATF4;COX6A1;COX7A2L;COX8A;CREB3L3;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;ATP5PF;COX4I1;EGR1;PRNP;MAPK3;PSMD11;SLC25A6;VDAC2;PSMD12;ATP5MC1;KIF5B;NDUFB7;CSNK2A2;IL1B;PSMC3;PSMB3;RAC1;PSMB7;NDUFB6;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;PIK3CB;NCF1;NDUFS3;PPIF;NOTCH1;TUBB4A;COX7B;MAPK1;ITPR3;EIF2S1;SEM1;CSNK2A1;SDHB;PSMD2;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;NDUFS8;PSMC4;SOD1","hsa05020","Prion disease","historical_rank_high_precision"
"hsa05022 Pathways of neurodegeneration - multiple diseases",0.000617489223174997,0.0114722997779355,0.213878881440171,0.29944390279267,1.49569387056201,314,"RELA;TOMM40;COX5A;ADRM1;NDUFC2;ATP5F1B;WDR41;GPX7;TUBA1C;UQCRHL;MAPK9;SPTBN2;NDUFA6;BID;NDUFAB1;OPTN;NDUFA9;MAP2K3;PRKCA;NDUFA12;CALM1;PSMB1;VDAC1;CYC1;PPP3R1;BAX;SLC25A5;UQCRH;ATP2A2;PSMC5;DERL1;NFKB1;HTRA2;ATF4;RAB8A;COX6A1;VAPB;UBE2L6;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;NRAS;ATP5PF;COX4I1;PRNP;BECN1;MAPK3;PSMD11;MAP2K1;FRAT2;SLC25A6;VDAC2;PARK7;PSMD12;ATP5MC1;KIF5B;NDUFB7;UBE2J2;CSNK2A2;UBA52;DCTN5;TNFRSF1B;IL1B;PSMC3;PSMB3;AXIN1;RAC1;MFN2;PSMB7;NDUFB6;UBC;ATP5F1C;CALM3;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;NDUFS3;PPIF;TUBB4A;COX7B;MAPK1;ITPR3;EIF2S1;SEM1;CSNK2A1;SDHB;PSMD2;CAPN2;PSMD7;RPS27A;ATP5F1E;TUBB2A;UBE2L3;NDUFB2;PPP3CC;NDUFS8;PSMC4;SOD1;ULK2;CASP7;BCL2;UQCR11;ARAF;ATP5PB;PSMA4;NDUFA8;NDUFB11;ACTR1B;XBP1;AGER;TUBB4B;NDUFA1;BRAF;BAK1;UBE2J1;COX7A2;WIPI2;CALM2;MAP1LC3B2","hsa05022","Pathways of neurodegeneration - multiple diseases","historical_rank_high_precision"
"hsa05030 Cocaine addiction",0.137517911160643,0.336476444185352,0.0236829581626319,0.414695438369189,1.29774591790883,23,"RGS9;FOSB;RELA;SLC18A2;NFKB1;ATF4;GNAS;CREB3L3","hsa05030","Cocaine addiction","historical_rank_high_precision"
"hsa05031 Amphetamine addiction",0.0695610265472509,0.233857546392186,0.034065146570443,0.39846262614592,1.37890271776152,35,"FOS;FOSB;SLC18A2;PRKCA;PPP1CC;CALM1;PPP3R1;ATF4;HDAC2;GNAS;CREB3L3","hsa05031","Amphetamine addiction","historical_rank_high_precision"
"hsa05032 Morphine addiction",0.0611002043351096,0.230077163844261,0.0363820386879954,0.420687434710816,1.41703394359031,31,"GNG4;GRK6;PRKCA;GNB1;SLC32A1;GNG5;GNAS;ARRB1;ADCY7;GNG2;GRK2;GNAI2;PDE4B;GNG10","hsa05032","Morphine addiction","historical_rank_high_precision"
"hsa05034 Alcoholism",0.0632644795463751,0.230230528658458,0.0359346937323991,0.341000502535097,1.34407515292605,64,"FOSB;SLC18A2;GNG4;PPP1CC;CALM1;GRB2;GNB1;GNG5;ATF4;HDAC2;GNAS;CREB3L3;NRAS;PKIA;CAMKK2;MAPK3;MAP2K1;HDAC1;HDAC3;HDAC9;CALM3;GNG2;GNAI2;GNG10;PPP1CB;MAPK1","hsa05034","Alcoholism","historical_rank_high_precision"
"hsa05100 Bacterial invasion of epithelial cells",0.183055914673562,0.391628714422832,0.0204398062173733,0.309781137053485,1.18914998513543,56,"ACTB;ACTG1;SEPTIN11;ITGB1;PIK3R3;CLTB;PXN;ARPC2;SEPTIN9;MAD2L2;ACTR3C;ACTR3B;RHOG;ACTR3;SEPTIN2;SEPTIN1;CLTC;ARPC5L;RAC1;PIK3CB;ARPC1A","hsa05100","Bacterial invasion of epithelial cells","historical_rank_high_precision"
"hsa05110 Vibrio cholerae infection",0.547347266881029,0.715605871144456,0.0105460038717102,0.267933318431599,0.945156463245426,38,"ACTB;ACTG1;SLC12A2;PRKCA;ERO1A;KDELR2;GNAS;ATP6V0A4;ATP6V0D1;ATP6V0C;ATP6V1A;ATP6V0E1","hsa05110","Vibrio cholerae infection","historical_rank_high_precision"
"hsa05120 Epithelial cell signaling in Helicobacter pylori infection",0.84989890179598,0.891897402004774,0.00744766165102031,-0.20871877118058,-0.778645853004372,50,"ATP6V1E2;CXCL2;ATP6V1C1;PLCG2;CXCL3;CXCL8;PAK1;NFKBIA;ATP6V1B2;MAP2K4;MAPK10","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","historical_rank_high_precision"
"hsa05130 Pathogenic Escherichia coli infection",0.0281136019015614,0.150365173806836,0.0547234054060103,0.305997086979304,1.36344632252238,128,"FOS;RELA;ACTB;MYO1F;TMBIM6;ACTG1;TUBA1C;MAPK9;PTPN6;ITGB1;CASP1;MYH10;BAX;RIPK1;NCL;TNFSF10;ARPC2;NFKB1;ARF6;IKBKG;ACTR3C;ACTR3B;MYD88;CYFIP2;ACTR3;TUBA1B;CYTH1;GAPDH;ROCK1;GNA13;MAPK3;ARPC5L;TMED10;MAP3K7","hsa05130","Pathogenic Escherichia coli infection","historical_rank_high_precision"
"hsa05131 Shigellosis",0.00830887520152123,0.0702688199961919,0.101682074089061,0.303952059322617,1.42647847079297,185,"MALT1;RELA;ACTB;UBE2V2;ACTG1;MAPK9;CD44;SEPTIN11;ITGB1;CASP1;HK1;UBE2V1;VDAC1;FBXW11;RRAGC;BAX;RIPK1;MYL12A;RPS6KA5;PIK3R3;MDM2;CCL5;PXN;CUL1;ARPC2;UBE2D3;NFKB1;RPS6KB1;AKT1;ARF6;FOXO1;SEPTIN9;IKBKG;ACTR3C;UBE2D2;ACTR3B;MYD88;CBX3;ACTN4;ACTR3;CYTH1;SEPTIN2;ROCK1;BECN1;CAST;MAPK3;FNBP1;SKP1;ARPC5L;MAP3K7;DIAPH1;UBA52;IL1B;RAC1;UBC;PIK3CB;ARPC1A;UBE2D1;MAPK1;ITPR3;MYL12B;CAPN2;RPS27A;TRAF5;RBX1;ATG12","hsa05131","Shigellosis","historical_rank_high_precision"
"hsa05132 Salmonella infection",0.0196830898737311,0.121897030270651,0.0657754290782876,0.285062580133514,1.34631493382357,194,"MYC;FOS;RELA;RALA;ACTB;ACTG1;TUBA1C;MAPK9;CASP1;MAP2K3;BAX;RIPK1;MYL12A;VPS18;HSP90B1;TNFSF10;ARPC2;NFKB1;AKT1;DYNLL2;ARF6;IKBKG;ACTR3C;ACTR3B;MYD88;CYFIP2;SNX18;RHOG;ACTR3;TUBA1B;KPNA1;CYTH1;GAPDH;MAPK3;KPNA4;SKP1;S100A10;FBXO22;RAB7A;ARPC5L;TXN2;MAP2K1;MAP3K7;ARL8A;KIF5B;DCTN5;IL1B;RAC1;TUBA4A;FLNA;PIK3CB;ARPC1A;TUBB4A;MAPK1;MYL12B;HSP90AB1;TLR9","hsa05132","Salmonella infection","historical_rank_high_precision"
