"analysis_population","compartment","sample_id","gene","pseudobulk_logCPM","raw_counts","n_cells","patient_pair","condition_simple","sample_label","condition_label","pathway_id","pathway_name","pathway_label","z_logCPM"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","USP8",6.19028584510566,147,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.122211736321061
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","VCP",7.84214022948199,463,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.31774836018674
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","ADRM1",5.87445794975472,118,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.27197887372215
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","IFNG",-2.01428529914354,0,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.47398815341291
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","POMP",7.22650603301842,302,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.43637144768876
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA1",7.39298246510119,339,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.0883629990328517
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA2",6.73725875994556,215,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.743122948845839
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA3",6.42450655343472,173,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.673766970706598
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA4",6.51319170691686,184,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.61718603671838
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA5",6.05717706341309,134,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.773598396757768
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA6",8.37480822276093,670,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.488146846816873
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA7",7.89410732163021,480,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.3480868967209
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMA8",0.307642795743823,2,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.0304671226288402
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMB1",7.20730182212127,298,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.55324171951491
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMB10",5.88658150883721,119,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.914633812046034
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M143","PSMB2",6.40777946702927,171,712,"P2","diagnosis","PP2_D_M143","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.583726475053097
